,Date,Symbol,ID,Average_Price,Capital,End_Cash,Portfolio_Value,Profit_per_Share,Return_rate,Share_Price,Shares,Start_Cash,Total_Profit,Trade_Value,Type
1339,2/5/2016,6838,scb_10355,0.69,230682,150577,80105,0,0.00%,0.69,24200,167275,0,16698,Buy
1340,2/5/2016,8258,scb_19814,0.28,775612,4856,770755,0,0.00%,0.28,0,4856,0,0,Sell
1341,2/11/2016,41,scb_19814,21.42,775570,2756,772813,-0.42,-1.95%,21,100,4856,-41,2100,Buy
1342,2/11/2016,51,scb_19814,12.88,775612,1468,774143,0,0.00%,12.88,100,2756,0,1288,Buy
1343,2/11/2016,100,scb_16471,6.97,263198,59482,203716,0.17,2.47%,7.14,2900,80188,498,20706,Buy
1344,2/11/2016,151,scb_3763,5.36,692877,74675,618202,0,0.00%,5.36,101400,618179,0,543504,Buy
1345,2/11/2016,154,scb_2767,1.5,954977,954977,0,0,0.00%,1.42,0,954977,0,0,Sell
1346,2/11/2016,156,scb_19814,0.23,773092,95526,677566,-0.01,-2.61%,0.22,419900,1468,-2519,-94057,Sell
1347,2/11/2016,164,scb_9657,0.24,321771,6172,315598,-0.02,-9.76%,0.22,16900,2437,-404,-3734,Sell
1348,2/11/2016,174,scb_7878,0.98,491036,472486,18550,-0.06,-5.77%,0.92,10400,482054,-585,9568,Buy
1349,2/11/2016,177,scb_12203,9.56,60426,6,60420,0,0.00%,9.48,0,6,0,0,Buy
1350,2/11/2016,195,scb_19814,0.25,773092,95526,677566,0,0.00%,0.25,0,95526,0,0,Sell
1351,2/11/2016,196,scb_16536,0.35,484938,52756,432182,0,0.00%,0.35,104600,89366,0,36610,Buy
1352,2/11/2016,276,scb_9657,0.13,321595,1526,320069,0,-3.65%,0.12,38400,6172,-175,4646,Buy
1353,2/11/2016,290,scb_10355,0.11,230810,136031,94778,0,0.88%,0.12,125400,150577,127,14546,Buy
1354,2/11/2016,328,scb_5394,2.41,217170,170089,47081,0.01,0.39%,2.42,6900,186787,65,16698,Buy
1355,2/11/2016,334,scb_10355,1.02,230682,122465,108217,0,0.00%,1.02,13300,136031,0,13566,Buy
1356,2/11/2016,342,scb_7878,2.72,491622,463238,28384,0,0.00%,2.72,3400,472486,0,9248,Buy
1357,2/11/2016,373,scb_18791,32.95,570192,10453,559739,0,0.00%,32.95,1600,63173,0,52720,Buy
1358,2/11/2016,374,scb_16536,2.65,484938,212551,272387,0,0.00%,2.65,60300,52756,0,-159795,Sell
1359,2/11/2016,375,scb_12203,4.4,60426,6,60420,0,0.00%,4.2,0,6,0,0,Sell
1360,2/11/2016,423,scb_12203,1.52,60426,4414,56012,0,0.00%,1.52,2900,6,0,-4408,Sell
1361,2/11/2016,559,scb_1551,0.24,229599,167080,62518,0,-0.85%,0.23,389600,75913,-779,-91166,Sell
1362,2/11/2016,599,scb_1551,0.69,229599,174808,54791,0,0.00%,0.69,11200,167080,0,-7727,Sell
1363,2/11/2016,628,scb_18791,1.73,570192,1457,568735,0,0.00%,1.73,5200,10453,0,8996,Buy
1364,2/11/2016,633,scb_18791,2.78,570192,1457,568735,0,0.00%,2.64,0,1457,0,0,Sell
1365,2/11/2016,643,scb_10355,1.5,230682,110315,120367,0,0.00%,1.5,8100,122465,0,12150,Buy
1366,2/11/2016,674,scb_16471,0.54,263248,44095,219153,0.02,3.69%,0.56,27600,59482,547,15387,Buy
1367,2/11/2016,685,scb_16665,1.14,117697,34016,83681,0,0.00%,1.12,0,34016,0,0,Sell
1368,2/11/2016,808,scb_8200,2.73,75967,75966,0,-0.06,-2.20%,2.67,21500,18561,-1290,-57405,Sell
1369,2/11/2016,808,scb_9657,2.72,319004,144371,174632,-0.05,-1.90%,2.67,53500,1526,-2767,-142845,Sell
1370,2/11/2016,862,scb_19814,0.23,771885,19435,752449,0,-1.56%,0.23,336400,95526,-1207,76090,Buy
1371,2/11/2016,899,scb_19814,0.29,771254,3705,767548,-0.03,-10.47%,0.26,60500,19435,-1838,15730,Buy
1372,2/11/2016,1022,scb_5394,1.86,217022,185444,31578,-0.01,-0.54%,1.85,8300,170089,-83,-15355,Sell
1373,2/11/2016,1030,scb_8200,0.96,75966,75966,0,0,0.00%,0.92,0,75966,0,0,Sell
1374,2/11/2016,1058,scb_0320,0.59,949787,167087,782700,-0.01,-1.09%,0.58,226300,298341,-1441,131254,Buy
1375,2/11/2016,1151,scb_15889,4.91,398583,1422,397161,0,0.00%,4.91,1300,7805,0,6383,Buy
1376,2/11/2016,1207,scb_16665,0.27,117697,46301,71396,0,0.00%,0.27,45500,34016,0,-12285,Sell
1377,2/11/2016,1259,scb_12203,0.61,60424,4473,55951,-0.02,-3.28%,0.59,100,4414,-2,-59,Sell
1378,2/11/2016,1268,scb_5394,0.76,217022,185444,31578,0,0.00%,0.76,0,185444,0,0,Sell
1379,2/11/2016,1305,scb_15889,3.28,398536,486,398050,-0.16,-4.77%,3.12,300,1422,-46,936,Buy
1380,2/11/2016,1315,scb_1551,1.47,229599,174808,54791,0,0.00%,1.49,0,174808,0,0,Sell
1381,2/11/2016,1439,scb_15889,0.9,398583,486,398097,0,0.00%,0.88,0,486,0,0,Sell
1382,2/11/2016,1500,scb_15889,0.49,398571,102,398469,-0.01,-3.03%,0.48,800,486,-11,384,Buy
1383,2/11/2016,1700,scb_10355,1.48,230682,110315,120367,0,0.00%,1.45,0,110315,0,0,Sell
1384,2/11/2016,1831,scb_16536,2.24,484938,212551,272387,0,0.00%,2.17,0,212551,0,0,Sell
1385,2/11/2016,1831,scb_18791,2.22,570167,372,569795,-0.05,-2.23%,2.17,500,1457,-24,1085,Buy
1386,2/11/2016,1848,scb_15889,5.7,398583,102,398481,0,0.00%,5.59,0,102,0,0,Buy
1387,2/11/2016,1898,scb_16665,2.67,116517,60874,55643,-0.2,-7.49%,2.47,5900,46301,-1179,-14573,Sell
1388,2/11/2016,1928,scb_16536,24.95,482068,311976,170091,-0.7,-2.81%,24.25,4100,212551,-2870,-99425,Sell
1389,2/11/2016,2202,scb_16536,16.68,478122,184154,293968,-0.5,-2.99%,16.18,7900,311976,-3945,127822,Buy
1390,2/11/2016,2236,scb_9657,0.81,317548,27491,290056,-0.01,-1.23%,0.8,146100,144371,-1455,116880,Buy
1391,2/11/2016,2283,scb_16536,1.78,482068,184154,297913,0,0.00%,1.7,0,184154,0,0,Sell
1392,2/11/2016,2324,scb_15889,0.38,398583,102,398481,0,0.00%,0.35,0,102,0,0,Sell
1393,2/11/2016,2368,scb_1551,1.9,229599,101468,128131,0,0.00%,1.9,38600,174808,0,73340,Buy
1394,2/11/2016,2386,scb_6350,6.41,444713,106906,337807,0,0.00%,6.41,52700,444713,0,337807,Buy
1395,2/11/2016,2600,scb_18791,2.49,548904,420810,128094,-0.12,-4.82%,2.37,177400,372,-21288,-420438,Sell
1396,2/11/2016,2686,scb_12203,1.22,60567,536,60031,0.05,3.76%,1.27,3100,4473,142,3937,Buy
1397,2/11/2016,2802,scb_9657,35.35,318944,30966,287977,-0.6,-1.70%,34.75,100,27491,-59,-3475,Sell
1398,2/11/2016,3618,scb_6350,3.94,444713,106906,337807,0,0.00%,3.51,0,106906,0,0,Sell
1399,2/11/2016,3633,scb_15889,1.9,394103,42930,351173,-0.18,-9.47%,1.72,24900,102,-4479,-42828,Sell
1400,2/11/2016,3709,scb_7878,10.76,491622,454630,36992,0,0.00%,10.76,800,463238,0,8608,Buy
1401,2/11/2016,3800,scb_16536,0.97,482750,250990,231759,0.01,1.03%,0.98,68200,184154,682,-66836,Sell
1402,2/11/2016,8022,scb_6350,0.23,444713,26023,418689,0,0.00%,0.23,353200,106906,0,80882,Buy
1403,2/11/2016,8258,scb_19814,0.28,773092,3705,769387,0,0.00%,0.3,0,3705,0,0,Sell
1404,2/12/2016,51,scb_19814,12.88,773092,4993,768099,0,0.00%,12.88,100,3705,0,-1288,Sell
1405,2/12/2016,100,scb_16471,6.98,262938,32687,230251,0.15,2.13%,7.13,1600,44095,237,11408,Buy
1406,2/12/2016,151,scb_3763,5.37,693633,8972,684661,0.06,1.17%,5.43,12100,74675,756,65703,Buy
1407,2/12/2016,154,scb_2767,1.33,954977,114683,840294,0,0.00%,1.33,631800,954977,0,840294,Buy
1408,2/12/2016,156,scb_19814,0.22,773092,4993,768099,0,0.00%,0.23,0,4993,0,0,Sell
1409,2/12/2016,164,scb_9657,0.22,318944,30966,287977,0,0.00%,0.23,0,30966,0,0,Sell
1410,2/12/2016,177,scb_12203,9.56,60424,536,59888,0,0.00%,9.25,0,536,0,0,Sell
1411,2/12/2016,227,scb_12203,1.03,60412,136,60276,-0.03,-2.94%,1,400,536,-12,400,Buy
1412,2/12/2016,276,scb_9657,0.13,318683,7046,311636,0,-1.08%,0.12,192900,30966,-261,23919,Buy
1413,2/12/2016,290,scb_10355,0.11,228278,163390,64887,0,-4.33%,0.11,482500,110315,-2404,-53075,Sell
1414,2/12/2016,337,scb_3763,2.19,692330,1182,691148,-0.14,-6.56%,2.05,3800,8972,-546,7789,Buy
1415,2/12/2016,375,scb_12203,4.4,60424,136,60288,0,0.00%,4.2,0,136,0,0,Buy
1416,2/12/2016,385,scb_5394,0.95,217022,168819,48203,0,0.00%,0.95,17500,185444,0,16625,Buy
1417,2/12/2016,559,scb_1551,0.23,229599,59933,169666,0,0.00%,0.23,177500,101468,0,41535,Buy
1418,2/12/2016,599,scb_1551,0.69,229599,59933,169666,0,0.00%,0.7,0,59933,0,0,Sell
1419,2/12/2016,628,scb_18791,1.73,548904,54742,494162,0,0.00%,1.73,211600,420810,0,366068,Buy
1420,2/12/2016,631,scb_10355,1.45,227957,147060,80897,-0.03,-1.93%,1.42,11500,163390,-320,16330,Buy
1421,2/12/2016,633,scb_18791,2.55,548904,7312,541592,0,0.00%,2.55,18600,54742,0,47430,Buy
1422,2/12/2016,663,scb_12203,0.16,60437,629,59807,0,2.58%,0.16,3100,136,12,-492,Sell
1423,2/12/2016,674,scb_16471,0.54,262597,24357,238240,-0.01,-1.22%,0.53,15700,32687,-102,8329,Buy
1424,2/12/2016,808,scb_8200,2.67,75966,75966,0,0,0.00%,2.61,0,75966,0,0,Sell
1425,2/12/2016,862,scb_19814,0.23,769802,212296,557505,0,-1.56%,0.23,916500,4993,-3289,-207303,Sell
1426,2/12/2016,1058,scb_0320,0.59,941022,522481,418540,-0.02,-2.79%,0.57,623500,167087,-10207,-355394,Sell
1427,2/12/2016,1207,scb_16665,0.27,116517,60874,55643,0,0.00%,0.26,0,60874,0,0,Sell
1428,2/12/2016,1218,scb_16536,3.72,482750,250990,231759,0,0.00%,3.69,0,250990,0,0,Sell
1429,2/12/2016,1290,scb_0320,0.85,941022,941022,0,0,0.00%,0.85,492400,522481,0,-418540,Sell
1430,2/12/2016,1500,scb_15889,0.49,392739,6403,386336,-0.02,-3.60%,0.48,76900,42930,-1364,36527,Buy
1431,2/12/2016,1700,scb_10355,1.48,228278,147060,81218,0,0.00%,1.43,0,147060,0,0,Sell
1432,2/12/2016,1831,scb_18791,2.22,548854,11035,537819,-0.03,-1.33%,2.19,1700,7312,-50,-3723,Sell
1433,2/12/2016,1848,scb_15889,5.7,394103,6403,387700,0,0.00%,5.33,0,6403,0,0,Sell
1434,2/12/2016,2202,scb_16536,16.37,479075,148290,330784,-0.57,-3.45%,15.8,6500,250990,-3674,102700,Buy
1435,2/12/2016,2283,scb_16536,1.78,482750,148290,334459,0,0.00%,1.63,0,148290,0,0,Sell
1436,2/12/2016,2324,scb_15889,0.38,394103,6403,387700,0,0.00%,0.34,0,6403,0,0,Sell
1437,2/12/2016,2368,scb_1551,1.9,228441,132115,96326,-0.03,-1.58%,1.87,38600,59933,-1157,-72182,Sell
1438,2/12/2016,2600,scb_18791,2.32,548854,1523,547331,0,0.00%,2.32,4100,11035,0,9512,Buy
1439,2/12/2016,2662,scb_18791,1.11,548854,1523,547331,0,0.00%,1.1,0,1523,0,0,Sell
1440,2/12/2016,3383,scb_7021,3.48,638240,638240,0,0,0.00%,3.52,0,638240,0,0,Sell
1441,2/12/2016,3618,scb_6350,3.47,444713,6591,438121,0,0.00%,3.47,5600,26023,0,19432,Buy
1442,2/12/2016,3633,scb_15889,1.87,394103,980,393123,0,0.00%,1.87,2900,6403,0,5423,Buy
1443,2/12/2016,6838,scb_10355,0.69,228520,164000,64520,0.01,1.45%,0.7,24200,147060,242,-16940,Sell
1444,2/12/2016,8022,scb_6350,0.23,444360,87121,357238,0,-0.44%,0.23,353200,6591,-353,-80529,Sell
1445,2/12/2016,8258,scb_19814,0.3,769802,43202,726599,0,0.00%,0.3,573200,212296,0,169094,Buy
1446,2/15/2016,41,scb_19814,21.14,769497,9682,759814,-0.19,-0.90%,20.95,1600,43202,-305,33520,Buy
1447,2/15/2016,51,scb_19814,12.88,769802,9682,760120,0,0.00%,12.88,0,9682,0,0,Sell
1448,2/15/2016,100,scb_16471,6.98,265614,164105,101508,0.15,2.13%,7.13,19600,24357,2913,-139748,Sell
1449,2/15/2016,154,scb_2767,1.34,959501,13883,945618,0.06,4.70%,1.4,72000,114683,4524,100800,Buy
1450,2/15/2016,156,scb_19814,0.22,769802,9682,760120,0,0.00%,0.22,0,9682,0,0,Sell
1451,2/15/2016,164,scb_9657,0.22,318944,7046,311897,0,0.00%,0.23,0,7046,0,0,Sell
1452,2/15/2016,177,scb_12203,9.56,60437,629,59807,0,0.00%,9.45,0,629,0,0,Sell
1453,2/15/2016,196,scb_16536,0.37,484647,87528,397119,0.01,3.22%,0.38,159900,148290,1897,60762,Buy
1454,2/15/2016,276,scb_9657,0.13,318929,1559,317369,0,-0.27%,0.12,43900,7046,-15,5487,Buy
1455,2/15/2016,290,scb_10355,0.11,228520,164000,64520,0,0.00%,0.11,0,164000,0,0,Sell
1456,2/15/2016,328,scb_5394,2.4,216934,153762,63172,-0.01,-0.58%,2.39,6300,168819,-87,15057,Buy
1457,2/15/2016,337,scb_3763,2.19,690853,81646,609207,-0.05,-2.45%,2.14,37600,1182,-2023,-80464,Sell
1458,2/15/2016,342,scb_7878,2.72,491690,463946,27744,0.02,0.74%,2.74,3400,454630,68,-9316,Sell
1459,2/15/2016,373,scb_18791,32.95,548679,116673,432006,-0.05,-0.15%,32.9,3500,1523,-174,-115150,Sell
1460,2/15/2016,375,scb_12203,4.4,60437,629,59807,0,0.00%,4.15,0,629,0,0,Sell
1461,2/15/2016,423,scb_12203,1.52,60437,629,59807,0,0.00%,1.52,0,629,0,0,Sell
1462,2/15/2016,559,scb_1551,0.24,229043,76627,152416,0,1.10%,0.24,231200,132115,602,55488,Buy
1463,2/15/2016,599,scb_1551,0.7,228441,44726,183714,0,0.00%,0.7,45900,76627,0,31900,Buy
1464,2/15/2016,628,scb_18791,1.73,548679,491737,56942,0,0.00%,1.73,216800,116673,0,-375064,Sell
1465,2/15/2016,631,scb_10355,1.45,229380,203664,25716,0.03,2.22%,1.48,26800,164000,860,-39664,Sell
1466,2/15/2016,633,scb_18791,2.55,549609,540097,9512,0.05,1.96%,2.6,18600,491737,930,-48360,Sell
1467,2/15/2016,643,scb_10355,1.41,228645,183400,45245,-0.05,-3.50%,1.36,14900,203664,-734,20264,Buy
1468,2/15/2016,663,scb_12203,0.16,60437,72,60364,0,0.00%,0.16,3500,629,0,556,Buy
1469,2/15/2016,674,scb_16471,0.54,260979,260979,0,-0.02,-4.57%,0.51,189000,164105,-4635,-96873,Sell
1470,2/15/2016,808,scb_8200,2.69,75966,18400,57566,0,0.00%,2.69,21400,75966,0,57566,Buy
1471,2/15/2016,808,scb_9657,2.69,318944,483,318460,0,0.00%,2.69,400,1559,0,1076,Buy
1472,2/15/2016,1022,scb_5394,1.88,217022,140038,76984,0,0.00%,1.88,7300,153762,0,13724,Buy
1473,2/15/2016,1030,scb_8200,0.92,75966,4416,71550,0,0.00%,0.92,15200,18400,0,13984,Buy
1474,2/15/2016,1151,scb_15889,4.91,394103,489,393614,0,0.00%,4.91,100,980,0,491,Buy
1475,2/15/2016,1190,scb_1551,1.88,228589,26015,202573,0.01,0.80%,1.89,9900,44726,147,18711,Buy
1476,2/15/2016,1201,scb_12192,0.83,183961,183961,0,0.01,1.19%,0.84,35300,154421,347,-29540,Sell
1477,2/15/2016,1207,scb_16665,0.27,116517,60874,55643,0,0.00%,0.27,0,60874,0,0,Sell
1478,2/15/2016,1238,scb_9657,1.34,318944,215,318728,0,0.00%,1.34,200,483,0,268,Buy
1479,2/15/2016,1290,scb_0320,0.82,941022,527004,414018,0,0.00%,0.82,504900,941022,0,414018,Buy
1480,2/15/2016,1315,scb_1551,1.47,228441,26015,202425,0,0.00%,1.36,0,26015,0,0,Sell
1481,2/15/2016,1439,scb_15889,0.9,394103,489,393614,0,0.00%,0.9,0,489,0,0,Sell
1482,2/15/2016,1500,scb_15889,0.49,385362,329817,55544,-0.01,-2.59%,0.48,686100,489,-8741,-329328,Sell
1483,2/15/2016,1538,scb_16665,1.13,114635,47509,67125,-0.14,-12.34%,0.99,13500,60874,-1882,13365,Buy
1484,2/15/2016,1700,scb_10355,1.44,229380,165112,64268,0,0.00%,1.44,12700,183400,0,18288,Buy
1485,2/15/2016,1831,scb_16536,2.24,482750,87528,395221,0,0.00%,2.34,0,87528,0,0,Sell
1486,2/15/2016,1898,scb_16665,2.47,116517,47509,69008,0,0.00%,2.51,0,47509,0,0,Sell
1487,2/15/2016,1928,scb_16536,25.85,482750,53923,428826,0,0.00%,25.85,1300,87528,0,33605,Buy
1488,2/15/2016,2120,scb_19814,39.9,769802,5692,764110,0,0.00%,39.9,100,9682,0,3990,Buy
1489,2/15/2016,2236,scb_9657,0.81,318950,47,318902,0.03,3.70%,0.84,200,215,5,168,Buy
1490,2/15/2016,2283,scb_16536,1.64,482750,31947,450802,0,0.00%,1.64,13400,53923,0,21976,Buy
1491,2/15/2016,2324,scb_15889,0.36,385362,50148,335214,0,0.00%,0.36,787800,329817,0,279669,Buy
1492,2/15/2016,2386,scb_6350,6.41,449103,429671,19431,0.09,1.40%,6.5,52700,87121,4742,-342550,Sell
1493,2/15/2016,2662,scb_18791,1.11,549609,540097,9512,0,0.00%,1.12,0,540097,0,0,Sell
1494,2/15/2016,2802,scb_9657,34.75,318944,47,318896,0,0.00%,34.65,0,47,0,0,Sell
1495,2/15/2016,3355,scb_5394,0.7,217022,140038,76984,0,0.00%,0.64,0,140038,0,0,Sell
1496,2/15/2016,3618,scb_6350,3.47,450335,450335,0,0.22,6.34%,3.69,5600,429671,1231,-20664,Sell
1497,2/15/2016,3633,scb_15889,1.89,385413,7056,378357,0,0.12%,1.89,22800,50148,51,43092,Buy
1498,2/15/2016,3709,scb_7878,10.8,491722,455274,36448,0.04,0.37%,10.84,800,463946,31,8672,Buy
1499,2/15/2016,6838,scb_10355,0.7,229380,148662,80718,0,0.00%,0.7,23500,165112,0,16450,Buy
1500,2/15/2016,8022,scb_6350,0.23,450335,450335,0,0,0.00%,0.23,0,450335,0,0,Sell
1501,2/15/2016,8258,scb_19814,0.3,769802,1179,768623,0,0.00%,0.3,15300,5692,0,4513,Buy
1502,2/16/2016,51,scb_19814,12.88,769802,1179,768623,0,0.00%,12.8,0,1179,0,0,Buy
1503,2/16/2016,154,scb_2767,1.34,1006240,1006241,0,0.07,5.45%,1.41,703800,13883,51263,-992358,Sell
1504,2/16/2016,156,scb_19814,0.23,769802,236,769566,0,0.00%,0.23,4100,1179,0,943,Buy
1505,2/16/2016,164,scb_9657,0.22,318944,47,318896,0,0.00%,0.23,0,47,0,0,Sell
1506,2/16/2016,174,scb_7878,0.98,491174,473894,17280,-0.03,-2.70%,0.95,19600,455274,-516,-18620,Sell
1507,2/16/2016,177,scb_12203,9.56,60437,72,60364,0,0.00%,9.6,0,72,0,0,Buy
1508,2/16/2016,195,scb_19814,0.26,769802,57,769745,0,0.00%,0.26,700,236,0,178,Buy
1509,2/16/2016,227,scb_12203,1.03,60782,12368,48413,0.03,2.89%,1.06,11600,72,345,-12296,Sell
1510,2/16/2016,334,scb_10355,0.97,228728,133875,94853,-0.04,-4.22%,0.93,15900,148662,-651,14787,Buy
1511,2/16/2016,337,scb_3763,2.17,690853,9819,681034,0,0.00%,2.17,33100,81646,0,71827,Buy
1512,2/16/2016,342,scb_7878,2.74,491174,473894,17280,0,0.00%,2.8,0,473894,0,0,Sell
1513,2/16/2016,374,scb_16536,2.65,482750,18962,463787,0,0.00%,2.65,4900,31947,0,12985,Buy
1514,2/16/2016,385,scb_5394,0.95,217096,127462,89634,0.01,0.60%,0.96,13100,140038,74,12576,Buy
1515,2/16/2016,559,scb_1551,0.24,228623,15440,213182,0,1.75%,0.24,43700,26015,181,10575,Buy
1516,2/16/2016,599,scb_1551,0.7,227982,46881,181100,-0.01,-1.44%,0.68,45900,15440,-458,-31441,Sell
1517,2/16/2016,631,scb_10355,1.48,229380,133875,95505,0,0.00%,1.52,0,133875,0,0,Sell
1518,2/16/2016,633,scb_18791,2.6,549609,540097,9512,0,0.00%,2.6,0,540097,0,0,Sell
1519,2/16/2016,663,scb_12203,0.16,60764,12907,47856,-0.01,-3.14%,0.15,3500,12368,-17,-539,Sell
1520,2/16/2016,674,scb_16471,0.51,260979,260979,0,0,0.00%,0.52,0,260979,0,0,Sell
1521,2/16/2016,685,scb_16665,1.14,116517,47509,69008,0,0.00%,1.12,0,47509,0,0,Sell
1522,2/16/2016,808,scb_8200,2.69,75111,61126,13984,-0.04,-1.49%,2.65,21400,4416,-856,-56710,Sell
1523,2/16/2016,808,scb_9657,2.69,318944,47,318896,0,0.00%,2.65,0,47,0,0,Buy
1524,2/16/2016,862,scb_19814,0.23,769802,57,769745,0,0.00%,0.23,0,57,0,0,Sell
1525,2/16/2016,1022,scb_5394,1.88,217095,141259,75836,0.01,0.53%,1.89,7300,127462,73,-13797,Sell
1526,2/16/2016,1151,scb_15889,4.91,385362,1164,384198,0,0.00%,4.91,1200,7056,0,5892,Buy
1527,2/16/2016,1190,scb_1551,1.87,227940,27246,200693,0,-0.21%,1.87,10500,46881,-41,19635,Buy
1528,2/16/2016,1207,scb_16665,0.27,116517,47509,69008,0,0.00%,0.26,0,47509,0,0,Sell
1529,2/16/2016,1218,scb_16536,3.72,482750,18962,463787,0,0.00%,3.69,0,18962,0,0,Sell
1530,2/16/2016,1238,scb_9657,1.34,318942,313,318628,-0.01,-0.75%,1.33,200,47,-2,-266,Sell
1531,2/16/2016,1268,scb_5394,0.76,217095,141259,75836,0,0.00%,0.69,0,141259,0,0,Sell
1532,2/16/2016,1305,scb_15889,3.28,382242,41292,340950,-0.24,-7.21%,3.04,13200,1164,-3119,-40128,Sell
1533,2/16/2016,1315,scb_1551,1.36,227982,15822,212159,0,0.00%,1.36,8400,27246,0,11424,Buy
1534,2/16/2016,1439,scb_15889,0.9,382242,41292,340950,0,0.00%,0.89,0,41292,0,0,Sell
1535,2/16/2016,1831,scb_16536,2.54,482750,11342,471407,0,0.00%,2.54,3000,18962,0,7620,Buy
1536,2/16/2016,1831,scb_18791,2.54,549609,70451,479158,0,0.00%,2.54,184900,540097,0,469646,Buy
1537,2/16/2016,1848,scb_15889,5.8,382242,5912,376330,0,0.00%,5.8,6100,41292,0,35380,Buy
1538,2/16/2016,1898,scb_16665,2.56,116517,37269,79248,0,0.00%,2.56,4000,47509,0,10240,Buy
1539,2/16/2016,1928,scb_16536,25.85,482425,44622,437802,-0.25,-0.97%,25.6,1300,11342,-325,-33280,Sell
1540,2/16/2016,2120,scb_19814,39.9,769802,4047,765755,0,0.00%,39.9,100,57,0,-3990,Sell
1541,2/16/2016,2236,scb_9657,0.81,318956,137,318818,0.07,8.63%,0.88,200,313,13,176,Buy
1542,2/16/2016,2324,scb_15889,0.36,382311,836,381475,0,1.38%,0.36,14100,5912,69,5076,Buy
1543,2/16/2016,2368,scb_1551,1.87,227982,15822,212159,0,0.00%,1.9,0,15822,0,0,Sell
1544,2/16/2016,2386,scb_6350,6.5,450335,450335,0,0,0.00%,6.72,0,450335,0,0,Sell
1545,2/16/2016,2600,scb_18791,2.44,550101,9197,540904,0.02,0.81%,2.46,24900,70451,492,61254,Buy
1546,2/16/2016,2686,scb_12203,1.22,65301,65301,0,0.12,9.48%,1.34,39100,12907,4537,-52394,Sell
1547,2/16/2016,2802,scb_9657,34.75,318942,137,318804,0,0.00%,34.9,0,137,0,0,Sell
1548,2/16/2016,3355,scb_5394,0.67,217095,128596,88499,0,0.00%,0.67,18900,141259,0,12663,Buy
1549,2/16/2016,3618,scb_6350,3.69,450335,450335,0,0,0.00%,3.73,0,450335,0,0,Sell
1550,2/16/2016,3633,scb_15889,1.89,382300,49409,332891,0,0.12%,1.89,25700,836,57,-48573,Sell
1551,2/16/2016,3709,scb_7878,10.8,491622,491622,0,0.28,2.59%,11.08,1600,473894,447,-17728,Sell
1552,2/16/2016,3800,scb_16536,1.05,482425,26352,456072,0,0.00%,1.05,17400,44622,0,18270,Buy
1553,2/16/2016,8022,scb_6350,0.23,450335,450335,0,0,0.00%,0.23,0,450335,0,0,Sell
1554,2/16/2016,8079,scb_12192,0.74,183961,183961,0,0,0.00%,0.7,0,183961,0,0,Sell
1555,2/17/2016,51,scb_19814,12.76,769802,1495,768307,0,0.00%,12.76,200,4047,0,2552,Buy
1556,2/17/2016,100,scb_16471,7.13,260979,260979,0,0,0.00%,6.8,0,260979,0,0,Sell
1557,2/17/2016,151,scb_3763,5.37,688871,617044,71826,-0.02,-0.33%,5.35,113500,9819,-1982,-607225,Sell
1558,2/17/2016,154,scb_2767,1.39,1006241,120811,885429,0,0.00%,1.39,637000,1006241,0,885429,Buy
1559,2/17/2016,174,scb_7878,0.99,491622,481821,9801,0,0.00%,0.99,9900,491622,0,9801,Buy
1560,2/17/2016,196,scb_16536,0.37,482973,15549,467424,0.02,5.35%,0.39,27700,26352,548,10803,Buy
1561,2/17/2016,276,scb_9657,0.13,318940,38,318901,0,-1.87%,0.12,800,137,-1,98,Buy
1562,2/17/2016,290,scb_10355,0.11,229380,133875,95505,0,0.00%,0.11,0,133875,0,0,Sell
1563,2/17/2016,328,scb_5394,2.4,217003,117172,99831,-0.02,-0.80%,2.38,4800,128596,-91,11424,Buy
1564,2/17/2016,334,scb_10355,0.97,227891,160739,67152,-0.05,-5.25%,0.92,29200,133875,-1488,-26864,Sell
1565,2/17/2016,373,scb_18791,33,549609,2597,547012,0,0.00%,33,200,9197,0,6600,Buy
1566,2/17/2016,374,scb_16536,2.65,482376,28485,453890,-0.01,-0.38%,2.64,4900,15549,-48,-12936,Sell
1567,2/17/2016,423,scb_12203,1.52,65301,65301,0,0,0.00%,1.55,0,65301,0,0,Sell
1568,2/17/2016,559,scb_1551,0.24,228038,9198,218839,0,0.86%,0.24,27600,15822,56,6624,Buy
1569,2/17/2016,599,scb_1551,0.68,227982,9198,218783,0,0.00%,0.71,0,9198,0,0,Sell
1570,2/17/2016,628,scb_18791,1.73,549609,2597,547012,0,0.00%,1.73,0,2597,0,0,Sell
1571,2/17/2016,631,scb_10355,1.55,227891,144774,83117,0,0.00%,1.55,10300,160739,0,15965,Buy
1572,2/17/2016,633,scb_18791,2.6,549609,2597,547012,0,0.00%,2.59,0,2597,0,0,Sell
1573,2/17/2016,663,scb_12203,0.15,65301,65301,0,0,0.00%,0.16,0,65301,0,0,Sell
1574,2/17/2016,674,scb_16471,0.52,260979,194220,66758,0,0.00%,0.52,128000,260979,0,66758,Buy
1575,2/17/2016,685,scb_16665,1.14,116517,37269,79248,0,0.00%,1.1,0,37269,0,0,Sell
1576,2/17/2016,808,scb_9657,2.69,318942,38,318903,0,0.00%,2.66,0,38,0,0,Buy
1577,2/17/2016,899,scb_19814,0.29,769801,306,769494,0,-0.14%,0.29,4100,1495,-1,1189,Buy
